0.0,0.0,0.0,0.0,0.0,0.0,0.0
-683.48,-648.44,-613.62,-579.12,-546.7,-512.38,-478.4
578.75,582.04,586.33,591.5,596.49,602.36,608.77
1.0,1.0,1.0,1.0,1.0,1.0,1.0
-683.48,-648.44,-613.62,-579.12,-546.7,-512.38,-478.4
578.75,582.04,586.33,591.5,596.49,602.36,608.77
2.0,2.0,2.0,2.0,2.0,2.0,2.0
-683.4,-648.47,-613.64,-579.03,-546.71,-512.41,-478.4
578.71,582.08,586.34,591.42,596.51,602.39,608.77
3.0,3.0,3.0,3.0,3.0,3.0,3.0
-683.46,-648.47,-613.68,-579.07,-546.74,-512.4,-478.37
578.74,582.07,586.37,591.46,596.53,602.37,608.72
4.0,4.0,4.0,4.0,4.0,4.0,4.0
-683.47,-648.42,-613.78,-579.16,-546.65,-512.69,-478.32
578.75,582.03,586.44,591.51,596.44,602.43,608.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
-683.56,-648.35,-613.88,-579.33,-546.52,-512.7,-478.27
578.8,581.99,586.51,591.64,596.33,602.44,608.62
6.0,6.0,6.0,6.0,6.0,6.0,6.0
-683.6,-647.97,-613.97,-579.45,-546.4,-512.59,-478.28
578.83,581.72,586.58,591.74,596.22,602.54,608.63
7.0,7.0,7.0,7.0,7.0,7.0,7.0
-683.66,-647.91,-614.02,-579.52,-546.38,-512.68,-478.32
578.86,581.69,586.62,591.81,596.2,602.62,608.67
8.0,8.0,8.0,8.0,8.0,8.0,8.0
-683.64,-647.87,-614.01,-579.48,-546.84,-512.92,-478.32
578.85,581.65,586.62,591.78,596.45,602.65,608.67
9.0,9.0,9.0,9.0,9.0,9.0,9.0
-683.57,-648.07,-613.94,-579.36,-546.79,-512.88,-478.26
578.81,581.79,586.57,591.69,596.56,602.61,608.61
10.0,10.0,10.0,10.0,10.0,10.0,10.0
-683.44,-648.35,-613.83,-579.24,-546.74,-512.85,-478.14
578.74,581.98,586.48,591.6,596.54,602.6,608.49
11.0,11.0,11.0,11.0,11.0,11.0,11.0
-683.13,-648.65,-613.49,-579.14,-546.66,-512.78,-478.06
578.68,582.22,586.27,591.52,596.48,602.54,608.42
12.0,12.0,12.0,12.0,12.0,12.0,12.0
-683.48,-648.82,-613.75,-578.76,-546.58,-512.73,-477.99
578.76,582.33,586.43,591.52,596.41,602.5,608.36
13.0,13.0,13.0,13.0,13.0,13.0,13.0
-683.36,-648.89,-613.9,-579.33,-546.52,-512.66,-478.03
578.74,582.38,586.55,591.68,596.36,602.44,608.4
14.0,14.0,14.0,14.0,14.0,14.0,14.0
-683.35,-648.55,-614.01,-579.41,-546.54,-512.62,-478.09
578.73,582.15,586.68,591.76,596.37,602.41,608.46
15.0,15.0,15.0,15.0,15.0,15.0,15.0
-683.28,-648.28,-614.39,-579.53,-546.58,-512.59,-478.17
578.64,581.97,586.89,591.86,596.41,602.37,608.54
16.0,16.0,16.0,16.0,16.0,16.0,16.0
-683.11,-648.46,-614.2,-579.55,-546.65,-512.51,-478.41
578.58,581.92,586.78,591.87,596.47,602.32,608.81
17.0,17.0,17.0,17.0,17.0,17.0,17.0
-683.1,-648.51,-614.2,-579.54,-546.75,-512.38,-478.42
578.57,581.95,586.77,591.86,596.55,602.19,608.79
18.0,18.0,18.0,18.0,18.0,18.0,18.0
-683.24,-648.31,-614.56,-579.42,-546.77,-512.34,-478.56
578.65,581.97,586.87,591.75,596.57,602.15,608.94
19.0,19.0,19.0,19.0,19.0,19.0,19.0
-683.4,-648.28,-614.53,-579.23,-546.72,-512.43,-478.57
578.75,581.95,586.86,591.59,596.52,602.23,608.96
20.0,20.0,20.0,20.0,20.0,20.0,20.0
-683.58,-648.3,-614.11,-579.03,-546.52,-512.78,-478.53
578.87,581.97,586.71,591.44,596.34,602.31,608.93
21.0,21.0,21.0,21.0,21.0,21.0,21.0
-683.29,-648.23,-614.08,-578.95,-546.28,-512.63,-478.38
578.81,581.92,586.69,591.38,596.16,602.43,608.76
22.0,22.0,22.0,22.0,22.0,22.0,22.0
-683.43,-647.65,-613.94,-578.65,-546.12,-512.74,-478.11
578.77,581.6,586.58,591.43,596.01,602.53,608.49
23.0,23.0,23.0,23.0,23.0,23.0,23.0
-683.23,-648.06,-613.64,-579.43,-546.37,-512.89,-477.85
578.66,581.75,586.35,591.77,596.23,602.68,608.2
24.0,24.0,24.0,24.0,24.0,24.0,24.0
-683.1,-648.07,-613.37,-579.56,-546.6,-513.21,-477.89
578.58,581.82,586.15,591.88,596.43,602.73,608.12
25.0,25.0,25.0,25.0,25.0,25.0,25.0
-683.04,-648.22,-613.18,-579.64,-546.68,-512.87,-478.4
578.54,581.91,586.01,591.95,596.5,602.66,608.37
26.0,26.0,26.0,26.0,26.0,26.0,26.0
-683.14,-648.28,-613.11,-579.62,-546.75,-512.75,-478.37
578.6,581.96,585.96,591.93,596.56,602.54,608.34
27.0,27.0,27.0,27.0,27.0,27.0,27.0
-683.26,-648.31,-613.01,-579.61,-546.85,-512.64,-478.64
578.68,581.98,585.92,591.91,596.65,602.41,608.48
28.0,28.0,28.0,28.0,28.0,28.0,28.0
-683.51,-648.38,-613.44,-579.98,-546.9,-512.78,-478.31
578.83,582.02,586.21,592.12,596.68,602.54,608.79
29.0,29.0,29.0,29.0,29.0,29.0,29.0
-683.4,-648.22,-613.75,-579.91,-546.83,-512.87,-478.78
578.76,581.91,586.44,591.93,596.63,602.42,608.9
30.0,30.0,30.0,30.0,30.0,30.0,30.0
-683.28,-648.14,-613.62,-579.53,-546.4,-512.62,-478.89
578.69,581.85,586.52,591.84,596.46,602.39,609.02
31.0,31.0,31.0,31.0,31.0,31.0,31.0
-683.08,-647.96,-613.75,-579.52,-546.28,-512.62,-479.02
578.55,581.73,586.43,591.83,596.35,602.39,609.14
32.0,32.0,32.0,32.0,32.0,32.0,32.0
-683.01,-648.22,-613.79,-579.38,-546.41,-512.57,-479.05
578.49,581.74,586.46,591.7,596.23,602.41,609.17
33.0,33.0,33.0,33.0,33.0,33.0,33.0
-683.04,-648.03,-613.85,-579.23,-546.45,-512.8,-479.01
578.51,581.77,586.48,591.56,596.09,602.54,609.1
34.0,34.0,34.0,34.0,34.0,34.0,34.0
-682.95,-648.17,-613.65,-578.45,-546.2,-512.76,-478.86
578.4,581.86,586.38,591.21,596.04,602.58,608.95
35.0,35.0,35.0,35.0,35.0,35.0,35.0
-683.07,-648.34,-613.67,-578.37,-546.12,-512.78,-478.63
578.53,581.99,586.36,591.14,595.98,602.62,608.72
36.0,36.0,36.0,36.0,36.0,36.0,36.0
-683.34,-648.31,-613.58,-578.88,-546.07,-512.74,-478.32
578.71,581.95,586.34,591.28,595.95,602.58,608.41
37.0,37.0,37.0,37.0,37.0,37.0,37.0
-683.13,-648.44,-613.73,-578.84,-546.05,-512.7,-478.21
578.63,582.03,586.41,591.24,595.93,602.53,608.3
38.0,38.0,38.0,38.0,38.0,38.0,38.0
-683.19,-648.4,-613.75,-578.92,-546.11,-512.65,-478.15
578.63,581.97,586.42,591.32,595.98,602.49,608.24
39.0,39.0,39.0,39.0,39.0,39.0,39.0
-683.15,-648.23,-613.87,-579.12,-546.21,-512.62,-478.12
578.6,581.92,586.52,591.51,596.07,602.47,608.07
40.0,40.0,40.0,40.0,40.0,40.0,40.0
-682.88,-648.18,-613.93,-579.37,-546.33,-512.65,-478.26
578.53,581.87,586.57,591.72,596.18,602.5,608.38
41.0,41.0,41.0,41.0,41.0,41.0,41.0
-683.05,-648.14,-614.01,-579.6,-546.25,-512.73,-478.48
578.68,581.85,586.64,591.92,596.12,602.58,608.61
42.0,42.0,42.0,42.0,42.0,42.0,42.0
-683.58,-648.14,-614.01,-579.74,-546.24,-512.85,-478.75
578.88,581.8,586.63,592.02,596.11,602.7,608.87
43.0,43.0,43.0,43.0,43.0,43.0,43.0
-683.78,-648.07,-614.04,-579.73,-546.21,-512.57,-478.98
578.99,581.79,586.65,592.02,596.08,602.6,609.11
44.0,44.0,44.0,44.0,44.0,44.0,44.0
-683.83,-648.5,-614.14,-579.57,-546.18,-512.69,-479.15
579.03,581.93,586.72,591.89,596.05,602.54,609.3
45.0,45.0,45.0,45.0,45.0,45.0,45.0
-683.67,-648.25,-614.14,-579.64,-546.15,-512.53,-479.28
578.94,581.94,586.72,591.86,596.03,602.39,609.46
46.0,46.0,46.0,46.0,46.0,46.0,46.0
-683.87,-648.31,-614.06,-579.31,-546.13,-512.36,-479.36
578.98,581.99,586.68,591.67,596.01,602.24,609.54
47.0,47.0,47.0,47.0,47.0,47.0,47.0
-683.64,-648.5,-613.91,-579.2,-546.09,-512.28,-479.34
578.84,582.12,586.57,591.58,595.98,602.16,609.53
48.0,48.0,48.0,48.0,48.0,48.0,48.0
-683.24,-648.01,-613.8,-579.08,-546.16,-512.3,-479.22
578.67,581.9,586.53,591.48,596.04,602.18,609.41
49.0,49.0,49.0,49.0,49.0,49.0,49.0
-683.09,-648.21,-613.7,-578.97,-546.27,-512.45,-479.39
578.57,581.9,586.41,591.39,596.13,602.33,609.45
50.0,50.0,50.0,50.0,50.0,50.0,50.0
-683.08,-648.13,-613.43,-578.93,-546.43,-512.62,-479.08
578.56,581.85,586.25,591.38,596.28,602.34,609.26
51.0,51.0,51.0,51.0,51.0,51.0,51.0
-683.18,-647.99,-613.27,-579.02,-546.63,-512.77,-479.08
578.62,581.75,586.08,591.44,596.45,602.48,609.26
52.0,52.0,52.0,52.0,52.0,52.0,52.0
-683.37,-647.87,-612.88,-579.23,-546.78,-512.78,-479.04
578.74,581.67,585.83,591.6,596.41,602.64,609.22
53.0,53.0,53.0,53.0,53.0,53.0,53.0
-683.7,-647.9,-613.0,-579.87,-546.62,-512.7,-478.99
578.82,581.69,585.87,591.9,596.43,602.56,609.14
54.0,54.0,54.0,54.0,54.0,54.0,54.0
-683.83,-648.08,-613.13,-579.45,-546.52,-512.66,-478.73
578.9,581.81,585.97,591.78,596.35,602.54,608.72
55.0,55.0,55.0,55.0,55.0,55.0,55.0
-683.93,-648.32,-613.39,-579.43,-546.67,-512.4,-478.88
578.96,581.99,586.17,591.77,596.33,602.46,608.89
56.0,56.0,56.0,56.0,56.0,56.0,56.0
-683.4,-647.76,-613.81,-579.34,-546.58,-512.79,-479.08
578.76,581.78,586.48,591.68,596.25,602.63,609.11
57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0
-719.09,-683.27,-647.69,-614.1,-579.24,-546.39,-512.89,-479.36
576.58,578.67,581.73,586.7,591.6,596.22,602.71,609.42
58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
-718.62,-683.13,-647.83,-614.37,-579.2,-546.32,-512.92,-479.54
576.29,578.58,581.8,586.89,591.56,596.16,602.74,609.6
59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
-718.54,-683.25,-647.84,-614.52,-579.25,-546.27,-512.87,-479.56
576.24,578.66,581.8,587.0,591.6,596.11,602.69,609.63
60.0,60.0,60.0,60.0,60.0,60.0,60.0
-683.25,-648.14,-614.5,-579.33,-546.22,-512.76,-479.38
578.62,581.86,586.99,591.67,596.07,602.59,609.43
61.0,61.0,61.0,61.0,61.0,61.0,61.0
-683.3,-648.77,-614.38,-579.42,-546.19,-512.56,-479.01
578.7,582.1,586.8,591.74,596.05,602.41,609.03
62.0,62.0,62.0,62.0,62.0,62.0
-683.41,-648.62,-613.83,-579.48,-546.17,-512.4
578.75,582.18,586.48,591.79,596.02,602.26
63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
-719.32,-682.97,-648.77,-613.53,-579.47,-546.41,-512.37,-478.47
576.72,578.56,582.26,586.25,591.78,596.05,602.24,608.41
64.0,64.0,64.0,64.0,64.0,64.0,64.0
-719.21,-683.19,-648.64,-613.4,-579.42,-546.27,-512.61
576.65,578.61,582.18,586.16,591.73,596.11,602.47
65.0,65.0,65.0,65.0,65.0,65.0,65.0
-719.08,-683.14,-648.47,-613.42,-579.22,-546.27,-512.73
576.58,578.59,582.08,586.19,591.56,596.13,602.58
66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
-718.9,-682.92,-648.3,-613.61,-578.94,-546.28,-512.67,-479.0
576.48,578.54,581.96,586.33,591.34,596.12,602.53,609.0
67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
-718.79,-683.22,-648.06,-613.59,-578.72,-546.24,-512.58,-479.0
576.4,578.65,581.79,586.36,591.14,596.09,602.43,608.99
68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
-718.8,-683.35,-647.81,-613.73,-578.55,-546.21,-512.36,-478.94
576.4,578.73,581.68,586.42,591.0,596.05,602.39,608.93
69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0
-719.01,-683.46,-647.74,-613.79,-578.54,-546.21,-512.42,-478.76
576.53,578.81,581.63,586.47,591.0,596.06,602.45,608.73
70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
-719.39,-683.57,-647.82,-613.82,-578.73,-546.24,-512.58,-478.55
576.77,578.88,581.64,586.53,591.16,596.1,602.43,608.51
71.0,71.0,71.0,71.0,71.0,71.0,71.0
-719.86,-683.63,-647.84,-613.88,-579.06,-546.3,-512.49
577.05,578.92,581.66,586.53,591.45,596.15,602.54
72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
-720.25,-683.68,-647.87,-614.38,-579.71,-546.35,-512.68,-478.72
577.29,578.95,581.87,586.75,591.77,596.2,602.53,608.72
73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
-720.44,-683.52,-648.54,-614.46,-579.2,-546.34,-512.73,-478.86
577.41,578.79,582.15,586.81,591.58,596.2,602.59,608.87
74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
-720.3,-683.39,-648.52,-614.03,-579.26,-546.57,-512.78,-479.02
577.31,578.75,582.11,586.63,591.62,596.24,602.63,609.03
75.0,75.0,75.0,75.0,75.0,75.0,75.0
-683.5,-648.42,-614.05,-579.31,-546.5,-512.85,-479.09
578.77,582.05,586.66,591.66,596.32,602.69,609.11
76.0,76.0,76.0,76.0,76.0,76.0,76.0
-683.32,-648.41,-613.86,-579.37,-546.51,-512.91,-479.04
578.66,582.04,586.52,591.72,596.33,602.75,609.05
77.0,77.0,77.0,77.0,77.0,77.0,77.0
-683.46,-648.3,-614.1,-579.36,-546.57,-512.91,-478.94
578.71,581.98,586.66,591.71,596.39,602.75,608.95
78.0,78.0,78.0,78.0,78.0,78.0,78.0
-683.4,-648.25,-613.79,-579.31,-546.58,-512.68,-478.83
578.77,581.94,586.48,591.68,596.41,602.39,608.82
79.0,79.0,79.0,79.0,79.0,79.0,79.0
-683.59,-648.2,-613.76,-579.31,-546.65,-512.48,-478.98
578.9,581.92,586.45,591.68,596.48,602.35,609.14
80.0,80.0,80.0,80.0,80.0,80.0,80.0
-683.63,-648.0,-613.76,-579.35,-546.66,-512.37,-478.93
578.88,581.77,586.45,591.71,596.49,602.28,609.1
81.0,81.0,81.0,81.0,81.0,81.0,81.0
-683.35,-648.1,-613.84,-579.43,-546.67,-512.31,-478.59
578.73,581.85,586.52,591.78,596.49,602.24,609.0
82.0,82.0,82.0,82.0,82.0,82.0,82.0
-683.19,-648.19,-613.93,-579.46,-546.61,-512.3,-478.63
578.63,581.89,586.57,591.79,596.44,602.22,609.04
83.0,83.0,83.0,83.0,83.0,83.0,83.0
-683.05,-648.33,-614.01,-579.48,-546.55,-512.35,-478.63
578.53,581.96,586.63,591.8,596.37,602.25,609.04
84.0,84.0,84.0,84.0,84.0,84.0,84.0
-683.03,-648.43,-614.07,-579.52,-546.42,-512.59,-478.86
578.52,582.05,586.67,591.81,596.26,602.44,608.99
85.0,85.0,85.0,85.0,85.0,85.0,85.0
-683.14,-648.54,-614.11,-579.54,-546.26,-512.61,-478.11
578.58,582.11,586.69,591.84,596.11,602.45,608.43
86.0,86.0,86.0,86.0,86.0,86.0,86.0
-683.3,-648.7,-614.09,-579.44,-546.08,-512.63,-478.54
578.64,582.21,586.67,591.75,595.95,602.47,608.63
87.0,87.0,87.0,87.0,87.0,87.0,87.0
-683.62,-648.61,-613.98,-579.28,-545.91,-512.63,-478.3
578.88,582.15,586.59,591.63,595.8,602.47,608.66
88.0,88.0,88.0,88.0,88.0,88.0,88.0
-684.06,-648.49,-613.57,-579.08,-545.76,-512.69,-478.4
579.04,582.08,586.34,591.46,595.65,602.52,608.72
92.0,92.0,92.0,92.0,92.0,92.0,92.0
-683.34,-648.79,-614.74,-579.24,-546.27,-513.03,-478.39
578.67,582.29,587.0,591.6,596.1,602.85,608.75
93.0,93.0,93.0,93.0,93.0,93.0,93.0
-683.37,-648.59,-614.25,-579.41,-546.58,-512.93,-478.2
578.68,582.16,586.83,591.72,596.21,602.75,608.55
94.0,94.0,94.0,94.0,94.0,94.0,94.0
-683.36,-648.29,-614.01,-579.66,-546.47,-512.72,-477.99
578.67,581.96,586.66,591.69,596.28,602.56,608.32
95.0,95.0,95.0,95.0,95.0,95.0,95.0
-683.35,-647.94,-613.91,-579.28,-546.48,-512.37,-477.75
578.67,581.71,586.59,591.63,596.3,602.35,608.09
96.0,96.0,96.0,96.0,96.0,96.0,96.0
-683.36,-647.66,-613.95,-579.4,-546.5,-512.52,-477.66
578.68,581.52,586.5,591.73,596.31,602.36,608.0
97.0,97.0,97.0,97.0,97.0,97.0,97.0
-683.59,-647.37,-613.66,-579.65,-546.47,-512.5,-477.73
578.66,581.44,586.4,591.92,596.3,602.36,608.07
98.0,98.0,98.0,98.0,98.0,98.0,98.0
-683.64,-648.04,-613.47,-579.75,-546.42,-512.72,-477.58
578.7,581.79,586.27,592.02,596.26,602.48,608.02
